Postcode;Plaatsnaam;Deelgemeente;Hoofdgemeente;Provincie
8434;Lombardsijde;Ja;MIDDELKERKE;West-Vlaanderen
7870;Lombise;Ja;LENS;Henegouwen
3920;LOMMEL;Neen;LOMMEL;Limburg
4783;Lommersweiler;Ja;SANKT-VITH;Luik
6463;Lompret;Ja;CHIMAY;Henegouwen
6924;Lomprez;Ja;WELLIN;Luxemburg
4431;Loncin;Ja;ANS;Luik
1840;LONDERZEEL;Neen;LONDERZEEL;Vlaams-Brabant
5310;Longchamps;Ja;EGHEZÉE;Namen
6688;Longchamps;Ja;BERTOGNE;Luxemburg
6840;Longlier;Ja;NEUFCHÂTEAU;Luxemburg
1325;Longueville;Ja;CHAUMONT-GISTOUX;Waals-Brabant
6600;Longvilly;Ja;BASTOGNE;Luxemburg
4710;LONTZEN;Neen;LONTZEN;Luik
5030;Lonzée;Ja;GEMBLOUX;Namen
3040;Loonbeek;Ja;HULDENBERG;Vlaams-Brabant
8210;Loppem;Ja;ZEDELGEM;West-Vlaanderen
4987;Lorcé;Ja;STOUMONT;Luik
1651;Lot;Ja;BEERSEL;Vlaams-Brabant
9880;Lotenhulle;Ja;AALTER;Oost-Vlaanderen 
5575;Louette-Saint-Denis;Ja;GEDINNE;Namen
5575;Louette-Saint-Pierre;Ja;GEDINNE;Namen
1471;Loupoigne;Ja;GENAPPE;Waals-Brabant
1348;Louvain-La-Neuve;Ja;OTTIGNIES-LOUVAIN-LA-NEUVE;Waals-Brabant
4141;Louveigné;Ja;SPRIMONT;Luik
4920;Louveigné;Ja;AYWAILLE;Luik
9920;Lovendegem;Ja;LIEVEGEM;Oost-Vlaanderen 
3360;Lovenjoel;Ja;BIERBEEK;Vlaams-Brabant
6280;Loverval;Ja;GERPINNES;Henegouwen
5101;Loyers;Ja;NAMUR;Namen
3210;LUBBEEK;Neen;LUBBEEK;Vlaams-Brabant
7700;Luingne;Ja;MOESKROEN;Henegouwen
3560;LUMMEN;Neen;LUMMEN;Limburg
5170;Lustin;Ja;PROFONDEVILLE;Namen
6238;Luttre;Ja;PONT-À-CELLES;Henegouwen
9680;Maarke-Kerkem;Ja;MAARKEDAL;Oost-Vlaanderen 
9680;MAARKEDAL;Neen;MAARKEDAL;Oost-Vlaanderen 
3680;MAASEIK;Neen;MAASEIK;Limburg
3630;MAASMECHELEN;Neen;MAASMECHELEN;Limburg
6663;Mabompré;Ja;HOUFFALIZE;Luxemburg
1830;MACHELEN;Neen;MACHELEN;Vlaams-Brabant
9870;Machelen;Ja;ZULTE;Oost-Vlaanderen 
6591;Macon;Ja;MOMIGNIES;Henegouwen
6593;Macquenoise;Ja;MOMIGNIES;Henegouwen
5374;Maffe;Ja;HAVELANGE;Namen
7810;Maffle;Ja;ATH;Henegouwen
4623;Magnée;Ja;FLÉRON;Luik
5330;Maillen;Ja;ASSESSE;Namen
7812;Mainvault;Ja;ATH;Henegouwen
7020;Maisières;Ja;MONS;Henegouwen
6852;Maissin;Ja;PALISEUL;Luxemburg
5300;Maizeret;Ja;ANDENNE;Namen
3700;Mal;Ja;TONGEREN;Limburg
9990;MALDEGEM;Neen;MALDEGEM;Oost-Vlaanderen 
1840;Malderen;Ja;LONDERZEEL;Vlaams-Brabant
6960;Malempré;Ja;MANHAY;Luxemburg
1360;Malèves-Sainte-Marie-Wastinnes;Ja;PERWEZ;Waals-Brabant
2390;MALLE;Neen;MALLE;Antwerpen
4960;MALMEDY;Neen;MALMEDY;Luik
5020;Malonne;Ja;NAMUR;Namen
5575;Malvoisin;Ja;GEDINNE;Namen
7170;MANAGE;Neen;MANAGE;Henegouwen
4760;Manderfeld;Ja;BÜLLINGEN;Luik
6960;MANHAY;Neen;MANHAY;Luxemburg
8433;Mannekensvere;Ja;MIDDELKERKE;West-Vlaanderen
1380;Maransart;Ja;LASNE;Waals-Brabant
1495;Marbais;Ja;VILLERS-LA-VILLE;Waals-Brabant
6120;Marbaix;Ja;HAM-SUR-HEURE;Henegouwen
6900;MARCHE-EN-FAMENNE;Neen;MARCHE-EN-FAMENNE;Luxemburg
5024;Marche-Les-Dames;Ja;NAMUR;Namen
7190;Marche-Lez-Ecaussinnes;Ja;ECAUSSINNES;Henegouwen
6030;Marchienne-Au-Pont;Ja;CHARLEROI;Henegouwen
4570;MARCHIN;Neen;MARCHIN;Luik
7387;Marchipont;Ja;HONNELLES;Henegouwen
5380;Marchovelette;Ja;FERNELMONT;Namen
6001;Marcinelle;Ja;CHARLEROI;Henegouwen
6987;Marcourt;Ja;RENDEUX;Luxemburg
6990;Marenne;Ja;HOTTON;Luxemburg
9030;Mariakerke;Ja;GENT;Oost-Vlaanderen 
2880;Mariekerke;Ja;BORNEM;Antwerpen
5660;Mariembourg;Ja;COUVIN;Namen
1350;Marilles;Ja;ORP-JAUCHE;Waals-Brabant
7850;Mark;Ja;EDINGEN;Henegouwen
8510;Marke;Ja;KORTRIJK;West-Vlaanderen
8720;Markegem;Ja;DENTERGEM;West-Vlaanderen
4210;Marneffe;Ja;BURDINNE;Luik
7522;Marquain;Ja;TOURNAI;Henegouwen
6630;MARTELANGE;Neen;MARTELANGE;Luxemburg
3742;Martenslinde;Ja;BILZEN;Limburg
5573;Martouzin-Neuville;Ja;BEAURAING;Namen
6953;Masbourg;Ja;NASSOGNE;Luxemburg
7050;Masnuy-Saint-Jean;Ja;JURBISE;Henegouwen
7050;Masnuy-Saint-Pierre;Ja;JURBISE;Henegouwen
9230;Massemen;Ja;WETTEREN;Oost-Vlaanderen 
2240;Massenhoven;Ja;ZANDHOVEN;Antwerpen
5680;Matagne-La-Grande;Ja;DOISCHE;Namen
5680;Matagne-La-Petite;Ja;DOISCHE;Namen
9700;Mater;Ja;OUDENAARDE;Oost-Vlaanderen 
7640;Maubray;Ja;ANTOING;Henegouwen
7534;Maulde;Ja;TOURNAI;Henegouwen
7110;Maurage;Ja;LA LOUVIÈRE;Henegouwen
5670;Mazée;Ja;VIROINVAL;Namen
1745;Mazenzele;Ja;OPWIJK;Vlaams-Brabant
5032;Mazy;Ja;GEMBLOUX;Namen
5372;Méan;Ja;HAVELANGE;Namen
2800;MECHELEN;Neen;MECHELEN;Antwerpen
3630;Mechelen-Aan-De-Maas;Ja;MAASMECHELEN;Limburg
3870;Mechelen-Bovelingen;Ja;HEERS;Limburg
4219;Meeffe;Ja;WASSEIGES;Luik
3391;Meensel-Kiezegem;Ja;TIELT-WINGE;Vlaams-Brabant
2321;Meer;Ja;HOOGSTRATEN;Antwerpen
3078;Meerbeek;Ja;KORTENBERG;Vlaams-Brabant
9402;Meerbeke;Ja;NINOVE;Oost-Vlaanderen 
9170;Meerdonk;Ja;SINT-GILLIS-WAAS;Oost-Vlaanderen 
2450;MEERHOUT;Neen;MEERHOUT;Antwerpen
2328;Meerle;Ja;HOOGSTRATEN;Antwerpen
3630;Meeswijk;Ja;MAASMECHELEN;Limburg
8377;Meetkerke;Ja;ZUIENKERKE;West-Vlaanderen
3670;Meeuwen;Ja;OUDSBERGEN;Limburg
5310;Mehaigne;Ja;EGHEZÉE;Namen
9800;Meigem;Ja;DEINZE;Oost-Vlaanderen 
9630;Meilegem;Ja;ZWALM;Oost-Vlaanderen 
1860;MEISE;Neen;MEISE;Vlaams-Brabant
6769;MEIX-DEVANT-VIRTON;Neen;MEIX-DEVANT-VIRTON;Luxemburg
6747;Meix-Le-Tige;Ja;SAINT-LÉGER;Luxemburg
9700;Melden;Ja;OUDENAARDE;Oost-Vlaanderen 
3320;Meldert;Ja;HOEGAARDEN;Vlaams-Brabant
3560;Meldert;Ja;LUMMEN;Limburg
9310;Meldert;Ja;AALST;Oost-Vlaanderen 
4633;Melen;Ja;SOUMAGNE;Luik
1370;Mélin;Ja;JODOIGNE;Waals-Brabant
3350;Melkwezer;Ja;LINTER;Vlaams-Brabant
9090;MELLE;Neen;MELLE;Oost-Vlaanderen 
1495;Mellery;Ja;VILLERS-LA-VILLE;Waals-Brabant
7540;Melles;Ja;TOURNAI;Henegouwen
6211;Mellet;Ja;LES BONS VILLERS;Henegouwen
6860;Mellier;Ja;LÉGLISE;Luxemburg
1820;Melsbroek;Ja;STEENOKKERZEEL;Vlaams-Brabant
9120;Melsele;Ja;BEVEREN-WAAS;Oost-Vlaanderen 
9820;Melsen;Ja;MERELBEKE;Oost-Vlaanderen 
4837;Membach;Ja;BAELEN;Luik
5550;Membre;Ja;VRESSE-SUR-SEMOIS;Namen
3770;Membruggen;Ja;RIEMST;Limburg
9042;Mendonk;Ja;GENT;Oost-Vlaanderen 
8930;MENEN;Neen;MENEN;West-Vlaanderen
6567;MERBES-LE-CHÂTEAU;Neen;MERBES-LE-CHÂTEAU;Henegouwen
6567;Merbes-Sainte-Marie;Ja;MERBES-LE-CHÂTEAU;Henegouwen
1785;MERCHTEM;Neen;MERCHTEM;Vlaams-Brabant
4280;Merdorp;Ja;HANNUT;Luik
9420;Mere;Ja;ERPE-MERE;Oost-Vlaanderen 
9820;MERELBEKE;Neen;MERELBEKE;Oost-Vlaanderen 
9850;Merendree;Ja;DEINZE;Oost-Vlaanderen 
8650;Merkem;Ja;HOUTHULST;West-Vlaanderen
2170;Merksem;Ja;ANTWERPEN;Antwerpen
2330;MERKSPLAS;Neen;MERKSPLAS;Antwerpen
5600;Merlemont;Ja;PHILIPPEVILLE;Namen
8957;MESEN;Neen;MESEN;West-Vlaanderen
7822;Meslin-L'Evêque;Ja;ATH;Henegouwen
5560;Mesnil-Eglise;Ja;HOUYET;Namen
5560;Mesnil-Saint-Blaise;Ja;HOUYET;Namen
9200;Mespelare;Ja;DENDERMONDE;Oost-Vlaanderen 
6780;MESSANCY;Neen;MESSANCY;Luxemburg
3272;Messelbroek;Ja;SCHERPENHEUVEL-ZICHEM;Vlaams-Brabant
7022;Mesvin;Ja;MONS;Henegouwen
3870;Mettekoven;Ja;HEERS;Limburg
5640;METTET;Neen;METTET;Namen
8760;MEULEBEKE;Neen;MEULEBEKE;West-Vlaanderen
5081;Meux;Ja;LA BRUYÈRE;Namen
7942;Mévergnies-Lez-Lens;Ja;BRUGELETTE;Henegouwen
4770;Meyerode;Ja;AMEL;Luik
9660;Michelbeke;Ja;BRAKEL;Oost-Vlaanderen 
4630;Micheroux;Ja;SOUMAGNE;Luik
9992;Middelburg;Ja;MALDEGEM;Oost-Vlaanderen 
8430;MIDDELKERKE;Neen;MIDDELKERKE;West-Vlaanderen
5376;Miécret;Ja;HAVELANGE;Namen
3891;Mielen-Boven-Aalst;Ja;GINGELOM;Limburg
7070;Mignault;Ja;LE ROEULX;Henegouwen
3770;Millen;Ja;RIEMST;Limburg
4041;Milmort;Ja;HERSTAL;Luik
2322;Minderhout;Ja;HOOGSTRATEN;Antwerpen
1035;Ministerie van het Brussels Hoofdstedelijk Gewest;;Ministerie van het Brussels Hoofdstedelijk Gewest;
6870;Mirwart;Ja;SAINT-HUBERT;Luxemburg
4577;MODAVE;Neen;MODAVE;Luik
3790;Moelingen;Ja;VOEREN;Limburg
8552;Moen;Ja;ZWEVEGEM;West-Vlaanderen
9500;Moerbeke;Ja;GERAARDSBERGEN;Oost-Vlaanderen 
9180;MOERBEKE-WAAS;Neen;MOERBEKE-WAAS;Oost-Vlaanderen 
8470;Moere;Ja;GISTEL;West-Vlaanderen
8340;Moerkerke;Ja;DAMME;West-Vlaanderen
9220;Moerzeke;Ja;HAMME;Oost-Vlaanderen 
7700;MOESKROEN;Neen;MOESKROEN;Henegouwen
4520;Moha;Ja;WANZE;Luik
5361;Mohiville;Ja;HAMOIS;Namen
5060;Moignelée;Ja;SAMBREVILLE;Namen
6800;Moircy;Ja;LIBRAMONT-CHEVIGNY;Luxemburg
2400;MOL;Neen;MOL;Antwerpen
7760;Molenbaix;Ja;CELLES;Henegouwen
3461;Molenbeek-Wersbeek;Ja;BEKKEVOORT;Vlaams-Brabant
3640;Molenbeersel;Ja;KINROOI;Limburg
3294;Molenstede;Ja;DIEST;Vlaams-Brabant
1730;Mollem;Ja;ASSE;Vlaams-Brabant
4350;Momalle;Ja;REMICOURT;Luik
6590;MOMIGNIES;Neen;MOMIGNIES;Henegouwen
5555;Monceau-En-Ardenne;Ja;BIÈVRE;Namen
6592;Monceau-Imbrechies;Ja;MOMIGNIES;Henegouwen
6031;Monceau-Sur-Sambre;Ja;CHARLEROI;Henegouwen
7000;MONS;Neen;MONS;Henegouwen
4400;Mons-Lez-Liège;Ja;FLÉMALLE;Luik
1400;Monstreux;Ja;NIVELLES;Waals-Brabant
5530;Mont;Ja;YVOIR;Namen
6661;Mont;Ja;HOUFFALIZE;Luxemburg
7750;MONT-DE-L'ENCLUS;Neen;MONT-DE-L'ENCLUS;Henegouwen
5580;Mont-Gauthier;Ja;ROCHEFORT;Namen
1367;Mont-Saint-André;Ja;RAMILLIES;Waals-Brabant
7542;Mont-Saint-Aubert;Ja;TOURNAI;Henegouwen
1435;MONT-SAINT-GUIBERT;Neen;MONT-SAINT-GUIBERT;Waals-Brabant
7141;Mont-Sainte-Aldegonde;Ja;MORLANWELZ;Henegouwen
6540;Mont-Sainte-Geneviève;Ja;LOBBES;Henegouwen
6032;Mont-Sur-Marchienne;Ja;CHARLEROI;Henegouwen
6470;Montbliart;Ja;SIVRY-RANCE;Henegouwen
4420;Montegnée;Ja;SAINT-NICOLAS;Luik
3890;Montenaken;Ja;GINGELOM;Limburg
7870;Montignies-Lez-Lens;Ja;LENS;Henegouwen
6560;Montignies-Saint-Christophe;Ja;ERQUELINNES;Henegouwen
7387;Montignies-Sur-Roc;Ja;HONNELLES;Henegouwen
6061;Montignies-Sur-Sambre;Ja;CHARLEROI;Henegouwen
6110;MONTIGNY-LE-TILLEUL;Neen;MONTIGNY-LE-TILLEUL;Henegouwen
6674;Montleban;Ja;GOUVY;Luxemburg
7911;Montroeul-Au-Bois;Ja;FRASNES-LEZ-ANVAING;Henegouwen
7350;Montroeul-Sur-Haine;Ja;HENSIES;Henegouwen
4850;Montzen;Ja;PLOMBIÈRES;Luik
9310;Moorsel;Ja;AALST;Oost-Vlaanderen 
8560;Moorsele;Ja;WEVELGEM;West-Vlaanderen
8890;MOORSLEDE;Neen;MOORSLEDE;West-Vlaanderen
9860;Moortsele;Ja;OOSTERZELE;Oost-Vlaanderen 
3740;Mopertingen;Ja;BILZEN;Limburg
9790;Moregem;Ja;WORTEGEM-PETEGEM;Oost-Vlaanderen 
4850;Moresnet;Ja;PLOMBIÈRES;Luik
6640;Morhet;Ja;VAUX-SUR-SÛRE;Luxemburg
5621;Morialmé;Ja;FLORENNES;Namen
2200;Morkhoven;Ja;HERENTALS;Antwerpen
7140;MORLANWELZ;Neen;MORLANWELZ;Henegouwen
7140;Morlanwelz-Mariemont;Ja;MORLANWELZ;Henegouwen
6997;Mormont;Ja;EREZÉE;Luxemburg
5190;Mornimont;Ja;JEMEPPE-SUR-SAMBRE;Namen
4670;Mortier;Ja;BLÉGNY;Luik
4607;Mortroux;Ja;DALHEM;Luik
2640;MORTSEL;Neen;MORTSEL;Antwerpen
5620;Morville;Ja;FLORENNES;Namen
7812;Moulbaix;Ja;ATH;Henegouwen
7543;Mourcourt;Ja;TOURNAI;Henegouwen
7911;Moustier;Ja;FRASNES-LEZ-ANVAING;Henegouwen
5190;Moustier-Sur-Sambre;Ja;JEMEPPE-SUR-SAMBRE;Namen
5550;Mouzaive;Ja;VRESSE-SUR-SEMOIS;Namen
4280;Moxhe;Ja;HANNUT;Luik
5340;Mozet;Ja;GESVES;Namen
2812;Muizen;Ja;MECHELEN;Antwerpen
3891;Muizen;Ja;GINGELOM;Limburg
9700;Mullem;Ja;OUDENAARDE;Oost-Vlaanderen 
9630;Munkzwalm;Ja;ZWALM;Oost-Vlaanderen 
6820;Muno;Ja;FLORENVILLE;Luxemburg
3740;Munsterbilzen;Ja;BILZEN;Limburg
9820;Munte;Ja;MERELBEKE;Oost-Vlaanderen 
6750;MUSSON;Neen;MUSSON;Luxemburg
6750;Mussy-La-Ville;Ja;MUSSON;Luxemburg
4190;My;Ja;FERRIÈRES;Luik
7062;Naast;Ja;SOIGNIES;Henegouwen
6660;Nadrin;Ja;HOUFFALIZE;Luxemburg
5550;Nafraiture;Ja;VRESSE-SUR-SEMOIS;Namen
6120;Nalinnes;Ja;HAM-SUR-HEURE;Henegouwen
5300;Namêche;Ja;ANDENNE;Namen
5000;NAMUR;Neen;NAMUR;Namen
4550;NANDRIN;Neen;NANDRIN;Luik
5100;Naninne;Ja;NAMUR;Namen
5555;Naomé;Ja;BIÈVRE;Namen
6950;NASSOGNE;Neen;NASSOGNE;Luxemburg
1110;NATO;;NATO;
5360;Natoye;Ja;HAMOIS;Namen
9810;NAZARETH;Neen;NAZARETH;Oost-Vlaanderen 
7730;Néchin;Ja;ESTAIMPUIS;Henegouwen
1120;Neder-Over-Heembeek;Ja;BRUSSEL;Brussel (19 gemeenten)
9500;Nederboelare;Ja;GERAARDSBERGEN;Oost-Vlaanderen 
9660;Nederbrakel;Ja;BRAKEL;Oost-Vlaanderen 
9700;Nederename;Ja;OUDENAARDE;Oost-Vlaanderen 
9400;Nederhasselt;Ja;NINOVE;Oost-Vlaanderen 
1910;Nederokkerzeel;Ja;KAMPENHOUT;Vlaams-Brabant
9636;Nederzwalm-Hermelgem;Ja;ZWALM;Oost-Vlaanderen 
3670;Neerglabbeek;Ja;OUDSBERGEN;Limburg
3620;Neerharen;Ja;LANAKEN;Limburg
3350;Neerhespen;Ja;LINTER;Vlaams-Brabant
1357;Neerheylissem;Ja;HÉLÉCINE;Waals-Brabant
3040;Neerijse;Ja;HULDENBERG;Vlaams-Brabant
3404;Neerlanden;Ja;LANDEN;Vlaams-Brabant
3350;Neerlinter;Ja;LINTER;Vlaams-Brabant
3680;Neeroeteren;Ja;MAASEIK;Limburg
3910;Neerpelt;Ja;PELT;Limburg
3700;Neerrepen;Ja;TONGEREN;Limburg
3370;Neervelp;Ja;BOUTERSEM;Vlaams-Brabant
7784;Neerwaasten;Ja;KOMEN-WAASTEN;Henegouwen
3400;Neerwinden;Ja;LANDEN;Vlaams-Brabant
9403;Neigem;Ja;NINOVE;Oost-Vlaanderen 
3700;Nerem;Ja;TONGEREN;Limburg
4870;Nessonvaux;Ja;TROOZ;Luik
1390;Nethen;Ja;GREZ-DOICEAU;Waals-Brabant
5377;Nettinne;Ja;SOMME-LEUZE;Namen
4721;Neu-Moresnet;Ja;KELMIS;Luik
4608;Neufchâteau;Ja;DALHEM;Luik
6840;NEUFCHÂTEAU;Neen;NEUFCHÂTEAU;Luxemburg
7332;Neufmaison;Ja;SAINT-GHISLAIN;Henegouwen
7063;Neufvilles;Ja;SOIGNIES;Henegouwen
4120;NEUPRÉ;Neen;NEUPRÉ;Luik
5600;Neuville;Ja;PHILIPPEVILLE;Namen
4121;Neuville-En-Condroz;Ja;NEUPRÉ;Luik
9850;Nevele;Ja;DEINZE;Oost-Vlaanderen 
2845;NIEL;Neen;NIEL;Antwerpen
3668;Niel-Bij-As;Ja;AS;Limburg
3890;Niel-Bij-Sint-Truiden;Ja;GINGELOM;Limburg
9506;Nieuwenhove;Ja;GERAARDSBERGEN;Oost-Vlaanderen 
1880;Nieuwenrode;Ja;KAPELLE-OP-DEN-BOS;Vlaams-Brabant
3850;NIEUWERKERKEN;Neen;NIEUWERKERKEN;Limburg
9320;Nieuwerkerken;Ja;AALST;Oost-Vlaanderen 
8600;Nieuwkapelle;Ja;DIKSMUIDE;West-Vlaanderen
8950;Nieuwkerke;Ja;HEUVELLAND;West-Vlaanderen
9100;Nieuwkerken-Waas;Ja;SINT-NIKLAAS;Oost-Vlaanderen 
8377;Nieuwmunster;Ja;ZUIENKERKE;West-Vlaanderen
8620;NIEUWPOORT;Neen;NIEUWPOORT;West-Vlaanderen
3221;Nieuwrode;Ja;HOLSBEEK;Vlaams-Brabant
2560;NIJLEN;Neen;NIJLEN;Antwerpen
1457;Nil-Saint-Vincent-Saint-Martin;Ja;WALHAIN;Waals-Brabant
7020;Nimy;Ja;MONS;Henegouwen
9400;NINOVE;Neen;NINOVE;Oost-Vlaanderen 
5670;Nismes;Ja;VIROINVAL;Namen
1400;NIVELLES;Neen;NIVELLES;Waals-Brabant
5680;Niverlée;Ja;DOISCHE;Namen
6640;Nives;Ja;VAUX-SUR-SÛRE;Luxemburg
6717;Nobressart;Ja;ATTERT;Luxemburg
1320;Nodebais;Ja;BEAUVECHAIN;Waals-Brabant
1350;Noduwez;Ja;ORP-JAUCHE;Waals-Brabant
7080;Noirchain;Ja;FRAMERIES;Henegouwen
6831;Noirfontaine;Ja;BOUILLON;Luxemburg
5377;Noiseux;Ja;SOMME-LEUZE;Namen
9771;Nokere;Ja;KRUISEM;Oost-Vlaanderen 
6851;Nollevaux;Ja;PALISEUL;Luxemburg
2200;Noorderwijk;Ja;HERENTALS;Antwerpen
8647;Noordschote;Ja;LO-RENINGE;West-Vlaanderen
1930;Nossegem;Ja;ZAVENTEM;Vlaams-Brabant
6717;Nothomb;Ja;ATTERT;Luxemburg
7022;Nouvelles;Ja;MONS;Henegouwen
4347;Noville;Ja;FEXHE-LE-HAUT-CLOCHER;Luik
6600;Noville;Ja;BASTOGNE;Luxemburg
5380;Noville-Les-Bois;Ja;FERNELMONT;Namen
5310;Noville-Sur-Mehaigne;Ja;EGHEZÉE;Namen
9681;Nukerke;Ja;MAARKEDAL;Oost-Vlaanderen 
6230;Obaix;Ja;PONT-À-CELLES;Henegouwen
7743;Obigies;Ja;PECQ;Henegouwen
7034;Obourg;Ja;MONS;Henegouwen
6890;Ochamps;Ja;LIBIN;Luxemburg
4560;Ocquier;Ja;CLAVIER;Luik
6960;Odeigne;Ja;MANHAY;Luxemburg
4367;Odeur;Ja;CRISNÉE;Luik
8730;Oedelem;Ja;BEERNEM;West-Vlaanderen
8800;Oekene;Ja;ROESELARE;West-Vlaanderen
2520;Oelegem;Ja;RANST;Antwerpen
8690;Oeren;Ja;ALVERINGEM;West-Vlaanderen
8720;Oeselgem;Ja;DENTERGEM;West-Vlaanderen
1755;Oetingen;Ja;GOOIK;Vlaams-Brabant
7911;Oeudeghien;Ja;FRASNES-LEZ-ANVAING;Henegouwen
2260;Oevel;Ja;WESTERLO;Antwerpen
6850;Offagne;Ja;PALISEUL;Luxemburg
1934;Office Exchange Brussels Airport Remailing;;Office Exchange Brussels Airport Remailing;
7862;Ogy;Ja;LESSINES;Henegouwen
1380;Ohain;Ja;LASNE;Waals-Brabant
5350;OHEY;Neen;OHEY;Namen
5670;Oignies-En-Thiérache;Ja;VIROINVAL;Namen
1480;Oisquercq;Ja;TUBIZE;Waals-Brabant
5555;Oizy;Ja;BIÈVRE;Namen
9400;Okegem;Ja;NINOVE;Oost-Vlaanderen 
2250;OLEN;Neen;OLEN;Antwerpen
4300;Oleye;Ja;WAREMME;Luik
7866;Ollignies;Ja;LESSINES;Henegouwen
5670;Olloy-Sur-Viroin;Ja;VIROINVAL;Namen
2491;Olmen;Ja;BALEN;Antwerpen
4877;OLNE;Neen;OLNE;Luik
9870;Olsene;Ja;ZULTE;Oost-Vlaanderen 
4252;Omal;Ja;GEER;Luik
4540;Ombret;Ja;AMAY;Luik
5600;Omezée;Ja;PHILIPPEVILLE;Namen
6900;On;Ja;MARCHE-EN-FAMENNE;Luxemburg
5520;ONHAYE;Neen;ONHAYE;Namen
9500;Onkerzele;Ja;GERAARDSBERGEN;Oost-Vlaanderen 
7387;Onnezies;Ja;HONNELLES;Henegouwen
5190;Onoz;Ja;JEMEPPE-SUR-SAMBRE;Namen
1760;Onze-Lieve-Vrouw-Lombeek;Ja;ROOSDAAL;Vlaams-Brabant
2861;Onze-Lieve-Vrouw-Waver;Ja;SINT-KATELIJNE-WAVER;Antwerpen
8710;Ooigem;Ja;WIELSBEKE;West-Vlaanderen
9700;Ooike;Ja;OUDENAARDE;Oost-Vlaanderen 
9790;Ooike;Ja;WORTEGEM-PETEGEM;Oost-Vlaanderen 
9520;Oombergen;Ja;SINT-LIEVENS-HOUTEM;Oost-Vlaanderen 
9620;Oombergen;Ja;ZOTTEGEM;Oost-Vlaanderen 
3300;Oorbeek;Ja;TIENEN;Vlaams-Brabant
9340;Oordegem;Ja;LEDE;Oost-Vlaanderen 
9041;Oostakker;Ja;GENT;Oost-Vlaanderen 
8670;Oostduinkerke;Ja;KOKSIJDE;West-Vlaanderen
9968;Oosteeklo;Ja;ASSENEDE;Oost-Vlaanderen 
8400;OOSTENDE;Neen;OOSTENDE;West-Vlaanderen
9860;OOSTERZELE;Neen;OOSTERZELE;Oost-Vlaanderen 
3945;Oostham;Ja;HAM;Limburg
8020;OOSTKAMP;Neen;OOSTKAMP;West-Vlaanderen
8340;Oostkerke;Ja;DAMME;West-Vlaanderen
8600;Oostkerke;Ja;DIKSMUIDE;West-Vlaanderen
2390;Oostmalle;Ja;MALLE;Antwerpen
8840;Oostnieuwkerke;Ja;STADEN;West-Vlaanderen
8780;OOSTROZEBEKE;Neen;OOSTROZEBEKE;West-Vlaanderen
8640;Oostvleteren;Ja;VLETEREN;West-Vlaanderen
9931;Oostwinkel;Ja;LIEVEGEM;Oost-Vlaanderen 
9660;Opbrakel;Ja;BRAKEL;Oost-Vlaanderen 
9255;Opdorp;Ja;BUGGENHOUT;Oost-Vlaanderen 
3660;Opglabbeek;Ja;OUDSBERGEN;Limburg
3630;Opgrimbie;Ja;MAASMECHELEN;Limburg
1421;Ophain-Bois-Seigneur-Isaac;Ja;BRAINE-L'ALLEUD;Waals-Brabant
9500;Ophasselt;Ja;GERAARDSBERGEN;Oost-Vlaanderen 
3870;Opheers;Ja;HEERS;Limburg
1357;Opheylissem;Ja;HÉLÉCINE;Waals-Brabant
3640;Ophoven;Ja;KINROOI;Limburg
3960;Opitter;Ja;BREE;Limburg
3300;Oplinter;Ja;TIENEN;Vlaams-Brabant
3680;Opoeteren;Ja;MAASEIK;Limburg
6852;Opont;Ja;PALISEUL;Luxemburg
1315;Opprebais;Ja;INCOURT;Waals-Brabant
2890;Oppuurs;Ja;PUURS-SINT-AMANDS;Antwerpen
3360;Opvelp;Ja;BIERBEEK;Vlaams-Brabant
1745;OPWIJK;Neen;OPWIJK;Vlaams-Brabant
1360;Orbais;Ja;PERWEZ;Waals-Brabant
5550;Orchimont;Ja;VRESSE-SUR-SEMOIS;Namen
7501;Orcq;Ja;TOURNAI;Henegouwen
3800;Ordingen;Ja;SINT-TRUIDEN;Limburg
5640;Oret;Ja;METTET;Namen
4360;OREYE;Neen;OREYE;Luik
6880;Orgeo;Ja;BERTRIX;Luxemburg
7802;Ormeignies;Ja;ATH;Henegouwen
1350;ORP-JAUCHE;Neen;ORP-JAUCHE;Waals-Brabant
1350;Orp-Le-Grand;Ja;ORP-JAUCHE;Waals-Brabant
7750;Orroir;Ja;MONT-DE-L'ENCLUS;Henegouwen
3350;Orsmaal-Gussenhoven;Ja;LINTER;Vlaams-Brabant
6983;Ortho;Ja;LA ROCHE-EN-ARDENNE;Luxemburg
7804;Ostiches;Ja;ATH;Henegouwen
8553;Otegem;Ja;ZWEVEGEM;West-Vlaanderen
4210;Oteppe;Ja;BURDINNE;Luik
4340;Othée;Ja;AWANS;Luik
4360;Otrange;Ja;OREYE;Luik
3040;Ottenburg;Ja;HULDENBERG;Vlaams-Brabant
9420;Ottergem;Ja;ERPE-MERE;Oost-Vlaanderen 
1340;Ottignies;Ja;OTTIGNIES-LOUVAIN-LA-NEUVE;Waals-Brabant
1340;OTTIGNIES-LOUVAIN-LA-NEUVE;Neen;OTTIGNIES-LOUVAIN-LA-NEUVE;Waals-Brabant
3050;OUD-HEVERLEE;Neen;OUD-HEVERLEE;Vlaams-Brabant
2360;OUD-TURNHOUT;Neen;OUD-TURNHOUT;Antwerpen
9200;Oudegem;Ja;DENDERMONDE;Oost-Vlaanderen 
